Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
27-09-2025,Transaction at Vistara,5646.48,Travel,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,September,Evening
27-09-2025,Transaction at Spencers,4234.16,Grocery,Credit Card,Hyderabad,Savings,Debit,Desktop,INR,Retail,Yes,Saturday,September,Afternoon
27-09-2025,Transaction at TNEB,4815.99,Bills,UPI,Chennai,Credit Card,Debit,POS Terminal,INR,Service,No,Saturday,September,Morning
27-09-2025,Transaction at Property Tax Online,1936.0,Bills,UPI,Kolkata,Current,Debit,Mobile,INR,Service,No,Saturday,September,Afternoon
27-09-2025,Transaction at Meesho,5700.11,Online Shopping,Net Banking,Kolkata,Current,Debit,Desktop,INR,Online Store,No,Saturday,September,Night
28-09-2025,Transaction at Myntra,6681.25,Online Shopping,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Online Store,No,Sunday,September,Morning
28-09-2025,Transaction at Gaana,373.72,Entertainment,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Subscription,No,Sunday,September,Afternoon
28-09-2025,Transaction at Uber,337.38,Transport,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Service,Yes,Sunday,September,Morning
28-09-2025,Transaction at Allen Solly,5399.46,Clothing,Net Banking,Pune,Salary,Debit,Desktop,INR,Retail,Yes,Sunday,September,Evening
28-09-2025,Transaction at TSRTC,1832.42,Transport,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Service,No,Sunday,September,Night
28-09-2025,Transaction at H&M,630.17,Clothing,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Retail,No,Sunday,September,Afternoon
28-09-2025,Transaction at Gas Agency,2887.85,Bills,UPI,Pune,Current,Debit,Desktop,INR,Service,Yes,Sunday,September,Morning
28-09-2025,Transaction at Property Tax Online,2568.45,Bills,UPI,Pune,Current,Debit,POS Terminal,INR,Service,No,Sunday,September,Morning
28-09-2025,Transaction at Rapido,631.03,Transport,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,No,Sunday,September,Morning
28-09-2025,Transaction at Amazon Prime,880.69,Entertainment,Credit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Subscription,Yes,Sunday,September,Afternoon
28-09-2025,Transaction at Netmeds,3255.16,Healthcare,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,September,Evening
28-09-2025,Transaction at Pizza Hut,940.41,Food,Net Banking,Delhi,Current,Debit,POS Terminal,INR,Restaurant,No,Sunday,September,Morning
29-09-2025,Transaction at Allen Solly,545.49,Clothing,Credit Card,Pune,Current,Debit,Mobile,INR,Retail,Yes,Monday,September,Morning
29-09-2025,Transaction at Meru Cabs,1307.01,Transport,Net Banking,Pune,Salary,Debit,Desktop,INR,Service,Yes,Monday,September,Night
29-09-2025,Transaction at Amazon Prime,799.34,Entertainment,UPI,Hyderabad,Current,Debit,Mobile,INR,Subscription,No,Monday,September,Morning
29-09-2025,Transaction at Water Board,5333.09,Bills,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Monday,September,Morning
29-09-2025,Transaction at Pantaloons,1554.38,Clothing,Credit Card,Pune,Savings,Debit,Desktop,INR,Retail,No,Monday,September,Afternoon
29-09-2025,Transaction at Meru Cabs,1058.67,Transport,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Service,No,Monday,September,Evening
29-09-2025,Transaction at Gas Agency,3933.89,Bills,Debit Card,Delhi,Savings,Debit,Desktop,INR,Service,No,Monday,September,Morning
29-09-2025,Transaction at Adidas,6948.77,Clothing,Debit Card,Kolkata,Current,Debit,Mobile,INR,Retail,Yes,Monday,September,Evening
29-09-2025,Transaction at Spencers,1287.27,Grocery,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,Yes,Monday,September,Afternoon
29-09-2025,Transaction at Amazon Prime,257.64,Entertainment,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Subscription,No,Monday,September,Evening
29-09-2025,Transaction at Chai Point,1230.17,Food,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Monday,September,Afternoon
29-09-2025,Transaction at BMTC,732.92,Transport,Debit Card,Chennai,Current,Debit,Mobile,INR,Service,Yes,Monday,September,Evening
29-09-2025,Transaction at Zee5,607.1,Entertainment,UPI,Pune,Credit Card,Debit,Mobile,INR,Subscription,No,Monday,September,Evening
29-09-2025,Transaction at YouTube Premium,383.96,Entertainment,Net Banking,Delhi,Salary,Debit,Mobile,INR,Subscription,Yes,Monday,September,Afternoon
29-09-2025,Transaction at SonyLiv,442.49,Entertainment,Debit Card,Delhi,Credit Card,Debit,Desktop,INR,Subscription,No,Monday,September,Afternoon
29-09-2025,Transaction at Woodland,2901.84,Clothing,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Retail,Yes,Monday,September,Afternoon
29-09-2025,Transaction at BSNL,348.81,Bills,Credit Card,Pune,Savings,Debit,Mobile,INR,Service,Yes,Monday,September,Morning
29-09-2025,Transaction at Aster,6910.95,Healthcare,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,No,Monday,September,Night
29-09-2025,Transaction at Levis,4869.94,Clothing,Credit Card,Pune,Credit Card,Debit,Mobile,INR,Retail,No,Monday,September,Morning
29-09-2025,Transaction at Spencers,2346.77,Grocery,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,Yes,Monday,September,Evening
29-09-2025,Transaction at Saravana Bhavan,1002.86,Food,UPI,Bangalore,Savings,Debit,Mobile,INR,Restaurant,No,Monday,September,Afternoon
30-09-2025,Transaction at Gaana,413.85,Entertainment,Net Banking,Chennai,Salary,Debit,Desktop,INR,Subscription,No,Tuesday,September,Afternoon
30-09-2025,Transaction at Zara,1686.13,Clothing,Debit Card,Kolkata,Current,Debit,Mobile,INR,Retail,Yes,Tuesday,September,Afternoon
30-09-2025,Transaction at IndiGo,6247.14,Travel,UPI,Delhi,Current,Debit,Mobile,INR,Service,No,Tuesday,September,Afternoon
30-09-2025,Transaction at JioMart,3887.21,Grocery,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,No,Tuesday,September,Evening
30-09-2025,Transaction at Vodafone Idea,2807.76,Bills,Net Banking,Chennai,Savings,Debit,Mobile,INR,Service,No,Tuesday,September,Morning
30-09-2025,Transaction at Myntra,3989.52,Online Shopping,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,September,Morning
30-09-2025,Transaction at Pizza Hut,1297.94,Food,Net Banking,Delhi,Savings,Debit,Mobile,INR,Restaurant,No,Tuesday,September,Afternoon
30-09-2025,Transaction at YouTube Premium,270.47,Entertainment,Debit Card,Mumbai,Current,Debit,Mobile,INR,Subscription,No,Tuesday,September,Morning
30-09-2025,Transaction at BigBazaar,4187.76,Grocery,Credit Card,Chennai,Salary,Debit,Desktop,INR,Retail,Yes,Tuesday,September,Morning
30-09-2025,Transaction at Yulu Bikes,236.77,Transport,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Service,No,Tuesday,September,Afternoon
01-10-2025,Transaction at Zee5,966.79,Entertainment,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,October,Morning
01-10-2025,Transaction at DMart,4507.27,Grocery,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Retail,No,Wednesday,October,Afternoon
01-10-2025,Transaction at Adidas,4599.32,Clothing,Debit Card,Delhi,Savings,Debit,Mobile,INR,Retail,Yes,Wednesday,October,Night
01-10-2025,Transaction at Amazon Prime,385.0,Entertainment,UPI,Chennai,Salary,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,October,Afternoon
01-10-2025,Transaction at Myntra,4060.4,Online Shopping,Credit Card,Delhi,Savings,Debit,POS Terminal,INR,Online Store,No,Wednesday,October,Afternoon
01-10-2025,Transaction at TSRTC,1276.02,Transport,Credit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,No,Wednesday,October,Afternoon
01-10-2025,Transaction at Metro Rail,338.36,Transport,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Service,Yes,Wednesday,October,Evening
01-10-2025,Transaction at BMTC,89.58,Transport,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,October,Night
01-10-2025,Transaction at BSNL,1511.0,Bills,Net Banking,Chennai,Salary,Debit,Mobile,INR,Service,No,Wednesday,October,Night
01-10-2025,Transaction at Nature's Basket,613.55,Grocery,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Retail,Yes,Wednesday,October,Evening
01-10-2025,Transaction at Nilgiris,4853.78,Grocery,Debit Card,Delhi,Salary,Debit,Mobile,INR,Retail,Yes,Wednesday,October,Morning
01-10-2025,Transaction at Rapido,1870.68,Transport,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,October,Evening
01-10-2025,Transaction at Vodafone Idea,2309.54,Bills,UPI,Delhi,Current,Debit,Desktop,INR,Service,No,Wednesday,October,Afternoon
01-10-2025,Transaction at Lenskart,7207.63,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Online Store,No,Wednesday,October,Morning
01-10-2025,Transaction at Yatra,4211.02,Travel,UPI,Delhi,Current,Debit,POS Terminal,INR,Service,No,Wednesday,October,Afternoon
01-10-2025,Transaction at Subway,786.96,Food,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Restaurant,No,Wednesday,October,Morning
01-10-2025,Transaction at Max Fashion,2913.72,Clothing,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Retail,Yes,Wednesday,October,Morning
01-10-2025,Transaction at DMart,1487.51,Grocery,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Wednesday,October,Morning
02-10-2025,Transaction at A2B,606.98,Food,UPI,Delhi,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Thursday,October,Morning
02-10-2025,Transaction at McDonalds,431.71,Food,UPI,Chennai,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,October,Night
02-10-2025,Transaction at Zee5,325.83,Entertainment,Credit Card,Chennai,Salary,Debit,Mobile,INR,Subscription,No,Thursday,October,Evening
02-10-2025,Transaction at Goibibo,3993.48,Travel,Credit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,No,Thursday,October,Night
02-10-2025,Transaction at DMart,1266.45,Grocery,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Retail,No,Thursday,October,Night
02-10-2025,Transaction at Apollo Hospital,8933.42,Healthcare,UPI,Chennai,Salary,Debit,Mobile,INR,Service,No,Thursday,October,Afternoon
02-10-2025,Transaction at Uber,1132.2,Transport,Credit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Service,Yes,Thursday,October,Night
02-10-2025,Transaction at Amazon,6433.75,Online Shopping,Net Banking,Bangalore,Savings,Debit,POS Terminal,INR,Online Store,No,Thursday,October,Afternoon
02-10-2025,Transaction at H&M,533.58,Clothing,Net Banking,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Thursday,October,Night
02-10-2025,Transaction at Metro Rail,968.17,Transport,Credit Card,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Thursday,October,Evening
02-10-2025,Transaction at Nykaa,7238.25,Online Shopping,Credit Card,Chennai,Current,Debit,Mobile,INR,Online Store,No,Thursday,October,Evening
03-10-2025,Transaction at Aha,828.41,Entertainment,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Subscription,Yes,Friday,October,Night
03-10-2025,Transaction at Uber,711.39,Transport,Net Banking,Pune,Credit Card,Debit,Desktop,INR,Service,No,Friday,October,Afternoon
03-10-2025,Transaction at Saravana Bhavan,726.73,Food,Net Banking,Pune,Salary,Debit,Mobile,INR,Restaurant,No,Friday,October,Morning
03-10-2025,Transaction at BigBazaar,1687.56,Grocery,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Retail,No,Friday,October,Night
03-10-2025,Transaction at More Supermarket,831.87,Grocery,Debit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Morning
03-10-2025,Transaction at BMTC,341.51,Transport,Credit Card,Delhi,Current,Debit,Mobile,INR,Service,No,Friday,October,Morning
03-10-2025,Transaction at Water Board,2510.78,Bills,UPI,Mumbai,Current,Debit,Desktop,INR,Service,No,Friday,October,Night
03-10-2025,Transaction at A2B,1360.7,Food,Credit Card,Pune,Salary,Debit,Desktop,INR,Restaurant,No,Friday,October,Morning
03-10-2025,Transaction at Gas Agency,2273.43,Bills,Net Banking,Delhi,Savings,Debit,Desktop,INR,Service,No,Friday,October,Morning
03-10-2025,Transaction at Spotify,903.12,Entertainment,UPI,Kolkata,Salary,Debit,POS Terminal,INR,Subscription,Yes,Friday,October,Evening
03-10-2025,Transaction at BSNL,5153.15,Bills,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Friday,October,Night
03-10-2025,Transaction at Vodafone Idea,2804.09,Bills,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Service,No,Friday,October,Morning
03-10-2025,Transaction at McDonalds,866.95,Food,Net Banking,Pune,Salary,Debit,Mobile,INR,Restaurant,Yes,Friday,October,Evening
03-10-2025,Transaction at US Polo,2799.37,Clothing,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Night
03-10-2025,Transaction at Noise,5656.2,Electronics,Credit Card,Chennai,Savings,Debit,Desktop,INR,Retail,No,Friday,October,Night
04-10-2025,Transaction at JioMart,552.08,Grocery,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Retail,No,Saturday,October,Afternoon
04-10-2025,Transaction at Reliance Fresh,3723.46,Grocery,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,Yes,Saturday,October,Afternoon
04-10-2025,Transaction at Airtel,4935.02,Bills,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,October,Evening
04-10-2025,Transaction at Fortis,3905.2,Healthcare,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Saturday,October,Morning
04-10-2025,Transaction at Nilgiris,718.71,Grocery,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,October,Afternoon
04-10-2025,Transaction at H&M,5560.42,Clothing,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Saturday,October,Evening
04-10-2025,Transaction at Adidas,1732.18,Clothing,UPI,Bangalore,Salary,Debit,Desktop,INR,Retail,No,Saturday,October,Evening
04-10-2025,Transaction at Levis,2647.99,Clothing,UPI,Bangalore,Savings,Debit,Mobile,INR,Retail,Yes,Saturday,October,Evening
04-10-2025,Transaction at Yulu Bikes,1615.47,Transport,Net Banking,Kolkata,Credit Card,Debit,Mobile,INR,Service,Yes,Saturday,October,Evening
04-10-2025,Transaction at Amazon,2061.06,Online Shopping,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Online Store,No,Saturday,October,Morning
04-10-2025,Transaction at Starbucks,831.16,Food,Debit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Saturday,October,Evening
04-10-2025,Transaction at Spencers,3583.56,Grocery,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Retail,Yes,Saturday,October,Evening
04-10-2025,Transaction at Dominos,437.35,Food,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Restaurant,No,Saturday,October,Afternoon
04-10-2025,Transaction at Yulu Bikes,1833.97,Transport,Credit Card,Bangalore,Current,Debit,Desktop,INR,Service,Yes,Saturday,October,Morning
04-10-2025,Transaction at Puma,3707.8,Clothing,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Retail,No,Saturday,October,Afternoon
04-10-2025,Transaction at YouTube Premium,187.03,Entertainment,UPI,Pune,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,October,Afternoon
04-10-2025,Transaction at Spencers,1671.11,Grocery,Net Banking,Hyderabad,Current,Debit,Desktop,INR,Retail,No,Saturday,October,Morning
04-10-2025,Transaction at Rapido,551.16,Transport,Debit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Service,Yes,Saturday,October,Evening
04-10-2025,Transaction at H&M,3253.37,Clothing,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Retail,Yes,Saturday,October,Morning
04-10-2025,Transaction at Ajio,8552.37,Online Shopping,UPI,Pune,Salary,Debit,Desktop,INR,Online Store,Yes,Saturday,October,Night
04-10-2025,Transaction at JioMart,2194.65,Grocery,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Retail,No,Saturday,October,Night
05-10-2025,Transaction at CCD,291.79,Food,UPI,Pune,Credit Card,Debit,Mobile,INR,Restaurant,No,Sunday,October,Night
05-10-2025,Transaction at Air India,8461.66,Travel,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Service,Yes,Sunday,October,Afternoon
05-10-2025,Transaction at Ola,469.14,Transport,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Sunday,October,Morning
05-10-2025,Transaction at BigBazaar,3234.06,Grocery,Debit Card,Chennai,Savings,Debit,Desktop,INR,Retail,No,Sunday,October,Evening
05-10-2025,Transaction at Rapido,979.84,Transport,Net Banking,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Sunday,October,Evening
05-10-2025,Transaction at Max Fashion,6435.08,Clothing,UPI,Hyderabad,Current,Debit,Desktop,INR,Retail,No,Sunday,October,Evening
05-10-2025,Transaction at Amazon Prime,560.99,Entertainment,UPI,Kolkata,Current,Debit,POS Terminal,INR,Subscription,Yes,Sunday,October,Night
05-10-2025,Transaction at BSNL,355.15,Bills,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Service,Yes,Sunday,October,Morning
05-10-2025,Transaction at Gas Agency,750.65,Bills,Credit Card,Kolkata,Salary,Debit,Desktop,INR,Service,Yes,Sunday,October,Morning
05-10-2025,Transaction at Nilgiris,4714.2,Grocery,Credit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,No,Sunday,October,Afternoon
05-10-2025,Transaction at Apollo Hospital,9134.79,Healthcare,UPI,Bangalore,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,October,Afternoon
05-10-2025,Transaction at Allen Solly,5554.66,Clothing,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,Yes,Sunday,October,Morning
05-10-2025,Transaction at Star Bazaar,391.95,Grocery,Credit Card,Chennai,Current,Debit,POS Terminal,INR,Retail,Yes,Sunday,October,Evening
05-10-2025,Transaction at Aha,806.33,Entertainment,Net Banking,Pune,Salary,Debit,Desktop,INR,Subscription,Yes,Sunday,October,Night
06-10-2025,Transaction at Max Fashion,1721.41,Clothing,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Monday,October,Evening
06-10-2025,Transaction at Nike,4371.85,Clothing,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Monday,October,Evening
06-10-2025,Transaction at Jio Fiber,532.56,Bills,Debit Card,Pune,Savings,Debit,Mobile,INR,Service,Yes,Monday,October,Evening
06-10-2025,Transaction at Airtel,5838.45,Bills,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Service,Yes,Monday,October,Afternoon
06-10-2025,Transaction at ACT Fibernet,2910.85,Bills,Debit Card,Kolkata,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,October,Night
06-10-2025,Transaction at Lenskart,3700.12,Online Shopping,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Online Store,No,Monday,October,Afternoon
06-10-2025,Transaction at Saravana Bhavan,1346.46,Food,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Restaurant,No,Monday,October,Night
06-10-2025,Transaction at Ola,1686.03,Transport,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Service,Yes,Monday,October,Morning
06-10-2025,Transaction at Apollo Hospital,8758.74,Healthcare,UPI,Hyderabad,Credit Card,Debit,Mobile,INR,Service,No,Monday,October,Morning
06-10-2025,Transaction at Apple Music,472.0,Entertainment,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Subscription,Yes,Monday,October,Afternoon
06-10-2025,Transaction at BSNL,5071.32,Bills,Debit Card,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Monday,October,Night
06-10-2025,Transaction at Nature's Basket,1267.28,Grocery,UPI,Chennai,Salary,Debit,Desktop,INR,Retail,No,Monday,October,Morning
06-10-2025,Transaction at Puma,2291.3,Clothing,UPI,Bangalore,Current,Debit,Mobile,INR,Retail,No,Monday,October,Evening
07-10-2025,Transaction at Ola,679.11,Transport,UPI,Hyderabad,Salary,Debit,Mobile,INR,Service,No,Tuesday,October,Afternoon
07-10-2025,Transaction at Yulu Bikes,391.78,Transport,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Tuesday,October,Evening
07-10-2025,Transaction at Reliance Fresh,1168.83,Grocery,UPI,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Tuesday,October,Afternoon
07-10-2025,Transaction at More Supermarket,931.41,Grocery,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Retail,No,Tuesday,October,Morning
07-10-2025,Transaction at Hotstar,435.39,Entertainment,Debit Card,Pune,Savings,Debit,Mobile,INR,Subscription,No,Tuesday,October,Morning
07-10-2025,Transaction at Rapido,722.9,Transport,UPI,Mumbai,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,October,Evening
07-10-2025,Transaction at Subway,972.26,Food,Net Banking,Pune,Credit Card,Debit,Mobile,INR,Restaurant,No,Tuesday,October,Morning
07-10-2025,Transaction at Star Bazaar,3843.41,Grocery,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,October,Morning
07-10-2025,Transaction at Saravana Bhavan,1149.74,Food,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Tuesday,October,Night
07-10-2025,Transaction at Fortis,1467.77,Healthcare,UPI,Mumbai,Savings,Debit,Mobile,INR,Service,Yes,Tuesday,October,Morning
07-10-2025,Transaction at BSNL,2156.31,Bills,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,No,Tuesday,October,Morning
07-10-2025,Transaction at Hotstar,342.95,Entertainment,Debit Card,Chennai,Salary,Debit,Mobile,INR,Subscription,Yes,Tuesday,October,Night
07-10-2025,Transaction at RedBus,1214.72,Transport,Debit Card,Mumbai,Current,Debit,Mobile,INR,Service,No,Tuesday,October,Evening
07-10-2025,Transaction at Subway,953.27,Food,Credit Card,Hyderabad,Current,Debit,Mobile,INR,Restaurant,Yes,Tuesday,October,Evening
07-10-2025,Transaction at US Polo,2281.63,Clothing,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Retail,Yes,Tuesday,October,Afternoon
07-10-2025,Transaction at Starbucks,1347.39,Food,UPI,Pune,Salary,Debit,POS Terminal,INR,Restaurant,No,Tuesday,October,Night
07-10-2025,Transaction at Fortis,2923.93,Healthcare,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,October,Afternoon
07-10-2025,Transaction at Apollo Hospital,7435.35,Healthcare,UPI,Chennai,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,October,Afternoon
08-10-2025,Transaction at Aster,4255.27,Healthcare,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Service,No,Wednesday,October,Morning
08-10-2025,Transaction at Netflix,732.13,Entertainment,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Subscription,No,Wednesday,October,Night
08-10-2025,Transaction at Cream Stone,397.8,Food,UPI,Bangalore,Savings,Debit,Mobile,INR,Restaurant,No,Wednesday,October,Afternoon
08-10-2025,Transaction at Metro Rail,1345.63,Transport,Debit Card,Hyderabad,Current,Debit,Mobile,INR,Service,Yes,Wednesday,October,Morning
08-10-2025,Transaction at Uber,1408.74,Transport,UPI,Chennai,Current,Debit,Mobile,INR,Service,No,Wednesday,October,Night
08-10-2025,Transaction at CCD,1133.08,Food,Net Banking,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Wednesday,October,Evening
08-10-2025,Transaction at Vodafone Idea,5746.74,Bills,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Service,No,Wednesday,October,Evening
08-10-2025,Transaction at Snapdeal,7573.38,Online Shopping,Debit Card,Delhi,Savings,Debit,Desktop,INR,Online Store,Yes,Wednesday,October,Morning
08-10-2025,Transaction at SonyLiv,589.94,Entertainment,Net Banking,Pune,Savings,Debit,Desktop,INR,Subscription,Yes,Wednesday,October,Evening
08-10-2025,Transaction at BigBazaar,3365.54,Grocery,Debit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Wednesday,October,Morning
08-10-2025,Transaction at Nature's Basket,2091.85,Grocery,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Retail,Yes,Wednesday,October,Afternoon
08-10-2025,Transaction at Aster,1192.32,Healthcare,UPI,Hyderabad,Credit Card,Debit,Mobile,INR,Service,Yes,Wednesday,October,Night
08-10-2025,Transaction at DMart,2400.71,Grocery,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Retail,No,Wednesday,October,Evening
08-10-2025,Transaction at Zee5,529.88,Entertainment,Debit Card,Pune,Savings,Debit,Mobile,INR,Subscription,No,Wednesday,October,Afternoon
08-10-2025,Transaction at Spencers,1631.56,Grocery,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,No,Wednesday,October,Evening
08-10-2025,Transaction at Zee5,472.16,Entertainment,Debit Card,Hyderabad,Salary,Debit,Mobile,INR,Subscription,No,Wednesday,October,Morning
08-10-2025,Transaction at Levis,4202.97,Clothing,UPI,Kolkata,Current,Debit,Desktop,INR,Retail,Yes,Wednesday,October,Night
08-10-2025,Transaction at Zee5,876.44,Entertainment,Credit Card,Hyderabad,Savings,Debit,Desktop,INR,Subscription,Yes,Wednesday,October,Morning
08-10-2025,Transaction at Yulu Bikes,724.88,Transport,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,No,Wednesday,October,Evening
09-10-2025,Transaction at Saravana Bhavan,574.92,Food,UPI,Delhi,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Thursday,October,Evening
09-10-2025,Transaction at CCD,610.36,Food,UPI,Mumbai,Salary,Debit,Mobile,INR,Restaurant,Yes,Thursday,October,Afternoon
09-10-2025,Transaction at Woodland,4460.11,Clothing,Debit Card,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Thursday,October,Afternoon
09-10-2025,Transaction at Apple Music,516.14,Entertainment,Net Banking,Pune,Savings,Debit,Desktop,INR,Subscription,Yes,Thursday,October,Night
09-10-2025,Transaction at Pepperfry,5406.02,Online Shopping,Net Banking,Delhi,Savings,Debit,Mobile,INR,Online Store,Yes,Thursday,October,Evening
09-10-2025,Transaction at Zee5,996.44,Entertainment,Credit Card,Pune,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Thursday,October,Afternoon
09-10-2025,Transaction at Gas Agency,5731.87,Bills,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,Yes,Thursday,October,Evening
09-10-2025,Transaction at Meru Cabs,217.47,Transport,Credit Card,Chennai,Current,Debit,Desktop,INR,Service,No,Thursday,October,Night
09-10-2025,Transaction at Puma,5481.39,Clothing,Credit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Thursday,October,Morning
09-10-2025,Transaction at Nike,3339.74,Clothing,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Thursday,October,Night
09-10-2025,Transaction at Yulu Bikes,1482.08,Transport,Net Banking,Pune,Savings,Debit,Desktop,INR,Service,No,Thursday,October,Afternoon
